batch,car,nodes,length_m,travel_time,rho_mean,speed_kph,start_x,start_y,goal_x,goal_y
96,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
96,4,5,410.5,79.09,1.138,18.7,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
96,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
96,6,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
96,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
96,8,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
97,0,8,717.7,60.93,0.803,42.4,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
97,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
97,2,8,717.7,71.6,0.803,36.1,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
97,3,2,60.1,3.69,0.288,58.7,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
97,4,4,358.2,46.71,1.127,27.6,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
97,5,5,410.5,69.5,1.024,21.3,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
97,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
97,7,8,717.7,89.19,0.803,29.0,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
98,0,2,60.1,3.77,0.673,57.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
98,1,21,980.7,108.71,0.789,32.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
98,2,5,410.5,53.0,0.956,27.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
98,3,21,980.7,138.25,0.789,25.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
98,4,4,358.2,54.75,1.065,23.6,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
98,5,2,60.1,4.23,0.673,51.2,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
98,6,2,60.1,4.99,0.673,43.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
99,0,2,60.1,4.49,0.57,48.2,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
99,1,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
99,2,14,243.2,19.13,0.195,45.8,488743.9032971132,5512632.021076929,488918.4753544103,5512562.606148558
99,3,21,980.7,122.57,0.721,28.8,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
99,4,2,0.0,0.0,0.0,0.0,488835.3889673353,5511937.387367015,488835.3889673353,5511937.387367015
99,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
99,6,4,358.2,41.54,1.028,31.0,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
99,7,5,410.5,61.49,0.915,24.0,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
